latitude,longitude,name,country,placeID,Rcuisine,location,cuisine,h3_index_6,h3_index_9,h3_index_12
69.91986160477714,130.44803094567305,,,136781,,"{'lat': 69.91986160477714, 'lon': 130.44803094567305}","['Italian', 'Cafeteria', 'Bakery']",86058a48fffffff,89058a48d23ffff,8c058a48d2341ff
-32.36443300261281,140.69686185925394,,,136782,,"{'lat': -32.36443300261281, 'lon': 140.69686185925394}","['Bar', 'Cafeteria', 'Bakery']",86b9a6a9fffffff,89b9a6a9e83ffff,8cb9a6a9e952dff
-4.1489259140196,140.63454646890324,,,136783,,"{'lat': -4.1489259140196, 'lon': 140.63454646890324}","['Mexican', 'Seafood', 'Bakery']",8672d0d8fffffff,8972d0d8c73ffff,8c72d0d8c72abff
69.24387435561425,-149.2590121023312,,,136784,,"{'lat': 69.24387435561425, 'lon': -149.2590121023312}","['Italian', 'Seafood']",860d09817ffffff,890d098146bffff,8c0d098146a85ff
30.85652867290166,10.016563895176375,,,136785,,"{'lat': 30.85652867290166, 'lon': 10.016563895176375}","['Cafeteria', 'Bar']",86385b54fffffff,89385b54c07ffff,8c385b54c0687ff
27.801042873546265,47.2591306613557,,,136786,,"{'lat': 27.801042873546265, 'lon': 47.2591306613557}","['Bakery', 'Italian']",865375927ffffff,89537592603ffff,8c537592601e3ff
18.327317214485877,109.2070296945124,,,136787,,"{'lat': 18.327317214485873, 'lon': 109.20702969451241}","['Bakery', 'Cafeteria', 'French']",864175747ffffff,89417574087ffff,8c41757408491ff
61.02161610542271,10.356775058697847,,,136788,,"{'lat': 61.02161610542271, 'lon': 10.356775058697849}","['Italian', 'Cafeteria']",86098b477ffffff,89098b470b7ffff,8c098b470b4b5ff
56.05945293005215,34.868449196208246,,,136789,,"{'lat': 56.059452930052146, 'lon': 34.868449196208246}",['Cafeteria'],8611ae897ffffff,8911ae8959bffff,8c11ae895984bff
16.15643713072795,-14.445570243526475,,,136790,,"{'lat': 16.15643713072795, 'lon': -14.445570243526475}",['Spanish'],8654020cfffffff,8954020ccb3ffff,8c54020ccb2b7ff
40.83646399248804,81.59702553446971,,,136791,,"{'lat': 40.836463992488035, 'lon': 81.59702553446971}",['Cafeteria'],8620c3807ffffff,8920c380037ffff,8c20c3800368bff
-30.58396202558161,-50.868295186137686,,,136792,,"{'lat': -30.583962025581606, 'lon': -50.868295186137686}",['Italian'],86a901c5fffffff,89a901c5acfffff,8ca901c5acc65ff
-43.88158164049151,-67.8500803704406,,,136793,,"{'lat': -43.88158164049151, 'lon': -67.8500803704406}","['French', 'Bar']",86ceb4c4fffffff,89ceb4c48a7ffff,8cceb4c48a661ff
27.63796369728344,26.18957205186311,,,136794,,"{'lat': 27.63796369728344, 'lon': 26.18957205186311}",['Italian'],863e0892fffffff,893e0892eabffff,8c3e0892e324dff
38.7063641494654,112.0397363385976,,,136795,,"{'lat': 38.7063641494654, 'lon': 112.0397363385976}","['Mexican', 'Fast_Food']",863194847ffffff,89319484263ffff,8c31948426247ff
10.500694890764125,32.95912149045364,,,136796,,"{'lat': 10.500694890764123, 'lon': 32.95912149045364}",['Seafood'],866a64477ffffff,896a64473c3ffff,8c6a64473c33dff
-16.633470532570783,16.289455715203445,,,136797,,"{'lat': -16.633470532570783, 'lon': 16.289455715203445}",['Bakery'],86ac9ea2fffffff,89ac9ea2c6bffff,8cac9ea2c6a17ff
51.28177434344806,97.9905975801417,,,136798,,"{'lat': 51.28177434344806, 'lon': 97.9905975801417}","['Italian', 'Mexican', 'Seafood']",86250c46fffffff,89250c46cd3ffff,8c250c46cd063ff
34.67222612809205,104.93366712235434,,,136799,,"{'lat': 34.67222612809205, 'lon': 104.93366712235434}","['Spanish', 'Fast_Food', 'Seafood']",8640d075fffffff,8940d0758dbffff,8c40d0758d841ff
66.58746103204831,123.45168048141488,,,136800,,"{'lat': 66.58746103204831, 'lon': 123.45168048141488}",['French'],86156cb07ffffff,89156cb069bffff,8c156cb06d6dbff
55.26883478946699,51.08399769750653,,,136801,,"{'lat': 55.26883478946699, 'lon': 51.08399769750653}",['Fast_Food'],8610ab19fffffff,8910ab19acbffff,8c10ab19aca43ff
-33.3933208983106,-68.39448534186332,,,136802,,"{'lat': -33.3933208983106, 'lon': -68.39448534186332}","['Bakery', 'Bar']",86b2e80a7ffffff,89b2e80a073ffff,8cb2e80a07223ff
42.399517164161225,102.70314218186098,,,136803,,"{'lat': 42.399517164161225, 'lon': 102.70314218186098}","['French', 'Italian', 'Spanish']",862418ab7ffffff,892418ab027ffff,8c2418ab025c3ff
38.0401877338827,-82.77344402951537,,,136804,,"{'lat': 38.0401877338827, 'lon': -82.77344402951537}","['Italian', 'Spanish']",862a98d1fffffff,892a98d19abffff,8c2a98d19a8bdff
-18.607597378812628,-58.840322613333385,,,136805,,"{'lat': -18.607597378812628, 'lon': -58.840322613333385}","['Italian', 'Spanish']",86a84cb97ffffff,89a84cb903bffff,8ca84cb903987ff
69.06749963927547,-155.97733944993445,,,136806,,"{'lat': 69.06749963927547, 'lon': -155.97733944993445}",['French'],860d0a4e7ffffff,890d0a40b6bffff,8c0d0a40b6815ff
64.06669358628415,131.71692816023676,,,136807,,"{'lat': 64.06669358628415, 'lon': 131.71692816023676}","['Cafeteria', 'Bar']",861548b57ffffff,891548b5073ffff,8c1548b507209ff
68.83325258745225,-153.54478207917916,,,136808,,"{'lat': 68.83325258745225, 'lon': -153.54478207917916}","['Mexican', 'Bakery', 'Seafood']",860d0bc87ffffff,890d0bc84d7ffff,8c0d0bc84d62dff
43.88870976359303,-106.2283151284425,,,136809,,"{'lat': 43.88870976359303, 'lon': -106.2283151284425}","['Mexican', 'Bar', 'French']",8626a6bafffffff,8926a6bab8bffff,8c26a6bab8a05ff
22.301966209846768,58.88366286127268,,,136810,,"{'lat': 22.301966209846768, 'lon': 58.88366286127268}","['French', 'Seafood']",86438a99fffffff,89438a99b4bffff,8c438a99b4b21ff
78.55168662234345,13.23738894272094,,,136811,,"{'lat': 78.55168662234345, 'lon': 13.23738894272094}","['Fast_Food', 'Cafeteria', 'Spanish']",86015ec67ffffff,89015ec6607ffff,8c015ec660483ff
37.39623549890257,45.22266742741468,,,136812,,"{'lat': 37.39623549890257, 'lon': 45.22266742741468}","['Bakery', 'Seafood']",862c1172fffffff,892c1172c03ffff,8c2c1172c02e5ff
21.622419517646406,10.081253448319387,,,136813,,"{'lat': 21.622419517646406, 'lon': 10.081253448319387}",['Mexican'],8659454efffffff,8959454eccfffff,8c59454ecce99ff
-18.145477486435052,13.844166522515422,,,136814,,"{'lat': -18.145477486435055, 'lon': 13.844166522515422}","['Bar', 'Seafood']",86ac8eaafffffff,89ac8ea8c93ffff,8cac8ea8c91c5ff
5.803406511424058,-8.399935437300456,,,136815,,"{'lat': 5.803406511424058, 'lon': -8.399935437300456}","['Italian', 'Japanese']",8675aacf7ffffff,8975aacf3dbffff,8c75aacf3d8cdff
53.065815346069655,-109.28655182678276,,,136816,,"{'lat': 53.065815346069655, 'lon': -109.28655182678276}","['Spanish', 'Mexican']",86125e217ffffff,89125e212b3ffff,8c125e212b349ff
72.86062935011617,84.49127858448776,,,136817,,"{'lat': 72.86062935011617, 'lon': 84.49127858448776}","['Japanese', 'Italian']",860a6501fffffff,890a6501dabffff,8c0a6501daab9ff
60.27312244461454,52.6243362785394,,,136818,,"{'lat': 60.27312244461454, 'lon': 52.6243362785394}","['Bakery', 'Seafood', 'Japanese']",8610e489fffffff,8910e489bdbffff,8c10e489bd825ff
5.513854044778313,32.144317212793425,,,136819,,"{'lat': 5.513854044778313, 'lon': 32.144317212793425}",['Bakery'],866a51db7ffffff,896a50acdb7ffff,8c6a50acdb4c3ff
60.59987638793724,134.31580672186914,,,136820,,"{'lat': 60.59987638793724, 'lon': 134.31580672186914}","['Japanese', 'French', 'Italian']",861466747ffffff,8914667462fffff,8c14667462e3bff
19.783269062021915,-7.348593147358997,,,136821,,"{'lat': 19.783269062021915, 'lon': -7.348593147358997}",['French'],865555877ffffff,89555587257ffff,8c555587254d7ff
-1.0018781148246347,-50.71148740431812,,,136822,,"{'lat': -1.0018781148246347, 'lon': -50.71148740431812}",['Italian'],868045b6fffffff,898045b6893ffff,8c8045b68904bff
-10.04438145261927,-70.86480420288035,,,136823,,"{'lat': -10.04438145261927, 'lon': -70.86480420288035}",['French'],868b412efffffff,898b412eab3ffff,8c8b412eab765ff
25.000942343362496,109.40151563455282,,,136824,,"{'lat': 25.000942343362496, 'lon': 109.40151563455282}","['Italian', 'Bar', 'Seafood']",86402305fffffff,8940230598fffff,8c40230598d9bff
48.08804188025786,58.309812872135694,,,136825,,"{'lat': 48.08804188025786, 'lon': 58.309812872135694}","['Cafeteria', 'French']",862114b4fffffff,892114b4aa7ffff,8c2114b4aa723ff
14.74777837995984,11.2429677678887,,,136826,,"{'lat': 14.74777837995984, 'lon': 11.2429677678887}","['Japanese', 'Cafeteria', 'Bakery']",865870797ffffff,8958707903bffff,8c58707903999ff
68.17460583187173,140.16393713432495,,,136827,,"{'lat': 68.17460583187173, 'lon': 140.16393713432495}","['Fast_Food', 'Bar', 'Japanese']",8604a36f7ffffff,8904a36f3cbffff,8c04a36f3caabff
76.58159727471875,-49.90193974845568,,,136828,,"{'lat': 76.58159727471875, 'lon': -49.901939748455675}",['Japanese'],8606b089fffffff,8906b08990fffff,8c06b08990f47ff
46.49195440951428,-0.5750381059817471,,,136829,,"{'lat': 46.49195440951428, 'lon': -0.5750381059817471}","['Bar', 'Seafood', 'Italian']",86186a95fffffff,89186a95c67ffff,8c186a95c66e9ff
17.77009364248414,1.367482939518169,,,136830,,"{'lat': 17.77009364248414, 'lon': 1.367482939518169}",['Mexican'],86591e89fffffff,89591e89a77ffff,8c591e89a761bff
71.34829555376211,-113.53345205876516,,,136831,,"{'lat': 71.34829555376211, 'lon': -113.53345205876515}","['Spanish', 'French', 'Cafeteria']",8602d556fffffff,8902d556e0fffff,8c02d556e0f27ff
54.93345007579937,127.67884493071642,,,136832,,"{'lat': 54.93345007579937, 'lon': 127.67884493071642}",['Mexican'],86140061fffffff,89140061e3bffff,8c140061e2a4dff
-8.50527310675394,-49.332309200288165,,,136833,,"{'lat': -8.50527310675394, 'lon': -49.332309200288165}","['Japanese', 'Bar']",868140027ffffff,8981400218bffff,8c8140021889dff
34.11196022712079,-117.13472538075484,,,136834,,"{'lat': 34.11196022712079, 'lon': -117.13472538075484}","['Bar', 'Fast_Food']",8629a008fffffff,8929a00895bffff,8c29a0089593dff
24.389361423124825,-13.362802396248496,,,136835,,"{'lat': 24.389361423124825, 'lon': -13.362802396248497}","['Mexican', 'Cafeteria', 'Spanish']",865515337ffffff,8955153328bffff,8c55153328943ff
83.08537824588663,-29.825646289994097,,,136836,,"{'lat': 83.08537824588663, 'lon': -29.825646289994097}",['Japanese'],86006b797ffffff,89006b79083ffff,8c006b79081c3ff
-22.49230632947922,-41.81855593007134,,,136837,,"{'lat': -22.49230632947922, 'lon': -41.81855593007134}","['Japanese', 'Fast_Food', 'Cafeteria']",86a8b1b07ffffff,89a8b1b2a5bffff,8ca8b1b2a59b1ff
43.45923881743576,93.39972128209509,,,136838,,"{'lat': 43.45923881743576, 'lon': 93.39972128209507}",['Fast_Food'],86258e82fffffff,89258e82acfffff,8c258e82acf25ff
28.667737166463468,32.1650949808392,,,136839,,"{'lat': 28.667737166463468, 'lon': 32.1650949808392}",['Bakery'],863e44327ffffff,893e443253bffff,8c3e4432539e5ff
49.04271861605163,87.57398826282775,,,136840,,"{'lat': 49.04271861605163, 'lon': 87.57398826282775}",['French'],8620480c7ffffff,8920480c4abffff,8c20480c4aa03ff
-2.744989219782454,-62.4385756405663,,,136841,,"{'lat': -2.744989219782454, 'lon': -62.4385756405663}","['Cafeteria', 'French', 'Japanese']",868ae66c7ffffff,898ae66c2a3ffff,8c8ae66c2a281ff
78.42615553880907,104.36541468059328,,,136842,,"{'lat': 78.42615553880907, 'lon': 104.36541468059329}","['Bakery', 'French']",860504d0fffffff,890504d0817ffff,8c0504d081669ff
48.90599218284986,54.571648335270254,,,136843,,"{'lat': 48.90599218284986, 'lon': 54.571648335270254}","['Fast_Food', 'Bar', 'French']",862134487ffffff,8921344842fffff,8c21344842f45ff
-3.027931387817397,116.1648630699022,,,136844,,"{'lat': -3.0279313878173966, 'lon': 116.1648630699022}",['Spanish'],86689bc1fffffff,89689bc112bffff,8c689bc1128a9ff
-25.88269853650735,130.74556774098426,,,136845,,"{'lat': -25.88269853650735, 'lon': 130.74556774098426}",['Bakery'],86b8a9927ffffff,89b8a99242fffff,8cb8a99242c55ff
65.54977090543167,84.60222185329951,,,136846,,"{'lat': 65.54977090543167, 'lon': 84.60222185329951}","['Bar', 'Spanish']",860a216b7ffffff,890a216b28bffff,8c0a216b28891ff
35.09766791399419,75.06351301839572,,,136847,,"{'lat': 35.09766791399419, 'lon': 75.06351301839572}",['Fast_Food'],863d26d97ffffff,893d26d902fffff,8c3d26d902eb9ff
61.62386202406709,111.7736378617135,,,136848,,"{'lat': 61.623862024067094, 'lon': 111.7736378617135}","['Bakery', 'French']",86152d917ffffff,89152d912d7ffff,8c152d912d647ff
37.251681121861296,-89.25796307248649,,,136849,,"{'lat': 37.251681121861296, 'lon': -89.25796307248649}",['Japanese'],862643b6fffffff,892643b6b4fffff,8c2643b6b4c6bff
81.25314942078376,-35.832257949368994,,,136850,,"{'lat': 81.25314942078376, 'lon': -35.832257949368994}","['Bakery', 'Japanese']",860365867ffffff,89036586673ffff,8c03658667223ff
48.2773586185758,95.29745947497008,,,136851,,"{'lat': 48.2773586185758, 'lon': 95.29745947497008}",['Japanese'],86251e377ffffff,89251e373a3ffff,8c251e373a345ff
41.92548573877599,-101.0583735160388,,,136852,,"{'lat': 41.92548573877599, 'lon': -101.0583735160388}",['French'],862613267ffffff,892613262b3ffff,8c2613262b033ff
43.988374272461,-102.26227591407152,,,136853,,"{'lat': 43.988374272461, 'lon': -102.26227591407151}","['Seafood', 'Bar', 'Fast_Food']",862616a87ffffff,892616a8423ffff,8c2616a8420e1ff
-11.351255255482345,-72.49254079285451,,,136854,,"{'lat': -11.351255255482343, 'lon': -72.49254079285451}","['Japanese', 'Cafeteria', 'Fast_Food']",868b68707ffffff,898b68704bbffff,8c8b68704ba5dff
44.60253291824081,-112.16669409577868,,,136855,,"{'lat': 44.60253291824081, 'lon': -112.16669409577867}",['Mexican'],862890817ffffff,89289081523ffff,8c28908152239ff
65.12117427728559,49.757808951264366,,,136856,,"{'lat': 65.12117427728559, 'lon': 49.757808951264366}",['Mexican'],861075d8fffffff,891075d8a77ffff,8c1075d8a7609ff
40.83001031471758,-91.30468929118088,,,136857,,"{'lat': 40.83001031471758, 'lon': -91.30468929118088}","['French', 'Italian', 'Fast_Food']",86267014fffffff,89267014917ffff,8c26701491545ff
53.54120899649058,107.3424503819653,,,136858,,"{'lat': 53.54120899649058, 'lon': 107.3424503819653}",['Fast_Food'],86256324fffffff,89256324abbffff,8c256324abb13ff
51.48811911668078,54.172405090102046,,,136859,,"{'lat': 51.48811911668078, 'lon': 54.172405090102046}","['Bakery', 'Bar']",86109946fffffff,8910994687bffff,8c10994687969ff
34.3025248216495,-88.1248520187662,,,136860,,"{'lat': 34.3025248216495, 'lon': -88.1248520187662}","['Seafood', 'Japanese', 'Bakery']",86264b217ffffff,89264b210abffff,8c264b2101493ff
43.706450189969416,12.736365407154407,,,136861,,"{'lat': 43.706450189969416, 'lon': 12.736365407154409}",['Bar'],861ea346fffffff,891ea3469c7ffff,8c1ea3469c697ff
67.54276152864844,-151.84581651888274,,,136862,,"{'lat': 67.54276152864844, 'lon': -151.84581651888274}",['Cafeteria'],860c25b77ffffff,890c25b734fffff,8c0c25b734e93ff
-30.914679619429023,141.98453398712405,,,136863,,"{'lat': -30.914679619429023, 'lon': 141.98453398712405}","['French', 'Japanese']",86b9b5517ffffff,89b9b551357ffff,8cb9b551355abff
42.91077513543978,98.34069304312952,,,136864,,"{'lat': 42.91077513543978, 'lon': 98.34069304312953}","['Seafood', 'Bakery', 'French']",862410c2fffffff,892410c2e53ffff,8c2410c2e51e3ff
-5.25001597294461,-39.3847934919207,,,136865,,"{'lat': -5.25001597294461, 'lon': -39.3847934919207}","['Seafood', 'Mexican', 'Japanese']",868014a07ffffff,898014a005bffff,8c8014a0058d9ff
52.74693065023125,-102.8506170170644,,,136866,,"{'lat': 52.74693065023125, 'lon': -102.85061701706441}","['Bar', 'Spanish', 'Bakery']",8612482c7ffffff,8912482c1d7ffff,8c12482c1d601ff
48.2078922396326,101.97340042352414,,,136867,,"{'lat': 48.2078922396326, 'lon': 101.97340042352414}","['Spanish', 'Mexican']",8624218efffffff,8924218e8c3ffff,8c24218e8c0b9ff
72.79402767028637,90.85541494402202,,,136868,,"{'lat': 72.79402767028637, 'lon': 90.85541494402202}","['Fast_Food', 'Cafeteria']",860a63367ffffff,890a6336187ffff,8c0a63361854dff
59.93018705910055,152.3149622717928,,,136869,,"{'lat': 59.93018705910055, 'lon': 152.3149622717928}","['Seafood', 'Bakery', 'Bar']",861715387ffffff,8917153860fffff,8c17153860d47ff
-5.723977711334186,-76.01585810033158,,,136870,,"{'lat': -5.723977711334186, 'lon': -76.01585810033158}","['Italian', 'Mexican', 'Cafeteria']",868f4438fffffff,898f4438aabffff,8c8f4438aa82dff
70.9648580389032,-51.86716798184685,,,136871,,"{'lat': 70.9648580389032, 'lon': -51.86716798184685}",['Spanish'],86068c64fffffff,89068c64bcbffff,8c068c64bca37ff
67.13274345716103,-115.75905739341806,,,136872,,"{'lat': 67.13274345716103, 'lon': -115.75905739341806}","['Bar', 'Italian', 'Spanish']",86132b947ffffff,89132b9410fffff,8c132b9410ec5ff
47.668822617173504,15.405132040895552,,,136873,,"{'lat': 47.668822617173504, 'lon': 15.405132040895552}",['Spanish'],861e15577ffffff,891e1557093ffff,8c1e155709193ff
-7.466432159281027,138.55905936685173,,,136874,,"{'lat': -7.466432159281027, 'lon': 138.55905936685173}","['Bakery', 'Cafeteria', 'French']",869cdd397ffffff,899cdd39553ffff,8c9cdd3955331ff
47.78312801997557,55.64745024558593,,,136875,,"{'lat': 47.783128019975564, 'lon': 55.64745024558593}","['Bar', 'Cafeteria', 'Mexican']",862132d17ffffff,892132d144fffff,8c2132d144e3dff
8.300058827143886,44.462061023976304,,,136876,,"{'lat': 8.300058827143886, 'lon': 44.462061023976304}","['Bakery', 'Mexican']",867ad62b7ffffff,897ad62b1bbffff,8c7ad62b1b91dff
-34.574097084376135,147.8065659538981,,,136877,,"{'lat': -34.574097084376135, 'lon': 147.8065659538981}",['Seafood'],86be54117ffffff,89be54110b7ffff,8cbe54110b435ff
32.420323109582526,-109.0903031564063,,,136878,,"{'lat': 32.420323109582526, 'lon': -109.0903031564063}",['Bakery'],8648c5387ffffff,8948c538527ffff,8c48c538525e7ff
3.710763553935962,-74.15056590742692,,,136879,,"{'lat': 3.710763553935962, 'lon': -74.15056590742692}","['Japanese', 'Mexican', 'French']",8666e02a7ffffff,8966e02a1b7ffff,8c66e02a1b4c7ff
58.59479434146813,130.45400379736543,,,136880,,"{'lat': 58.59479434146813, 'lon': 130.45400379736543}","['Seafood', 'Fast_Food']",8614293a7ffffff,8914293a6abffff,8c14293a6ab11ff
43.05703232191087,-72.20187820928143,,,136881,,"{'lat': 43.05703232191087, 'lon': -72.20187820928143}","['Spanish', 'Italian']",862a32d4fffffff,892a32d4863ffff,8c2a32d4862e1ff
-31.258747500257392,24.90730622359104,,,136882,,"{'lat': -31.258747500257392, 'lon': 24.907306223591036}",['Italian'],86bc53b77ffffff,89bc53b70abffff,8cbc53b70ab51ff
53.81279369200708,124.7824807034812,,,136883,,"{'lat': 53.81279369200708, 'lon': 124.78248070348121}","['Fast_Food', 'Japanese', 'French']",86143360fffffff,8914336097bffff,8c143360978c9ff
53.39426494802829,72.32784730835417,,,136884,,"{'lat': 53.394264948028294, 'lon': 72.32784730835417}","['Cafeteria', 'Japanese', 'Mexican']",862142aa7ffffff,892142aa573ffff,8c2142aa57047ff
29.035800114330517,111.89649855327276,,,136885,,"{'lat': 29.035800114330513, 'lon': 111.89649855327275}","['Bakery', 'Italian', 'Seafood']",86401631fffffff,89401631e07ffff,8c401631e06ebff
64.09938056822533,-133.8962129581734,,,136886,,"{'lat': 64.09938056822533, 'lon': -133.8962129581734}","['Bakery', 'Spanish']",8613a0957ffffff,8913a095463ffff,8c13a095461b1ff
21.39758409888455,-12.204874268530034,,,136887,,"{'lat': 21.39758409888455, 'lon': -12.204874268530034}","['Seafood', 'Bakery']",865519987ffffff,895519985cbffff,8c5519985c9cdff
48.98904605711219,110.26367662601598,,,136888,,"{'lat': 48.98904605711219, 'lon': 110.26367662601598}","['Fast_Food', 'French', 'Japanese']",86246400fffffff,89246400a0fffff,8c246400a0ebbff
3.788849254915945,116.35552366682964,,,136889,,"{'lat': 3.788849254915945, 'lon': 116.35552366682964}","['Bakery', 'Spanish', 'Italian']",8668addafffffff,8968addaa57ffff,8c68addaa5465ff
39.62119434372326,46.1503529326028,,,136890,,"{'lat': 39.62119434372326, 'lon': 46.1503529326028}","['Bar', 'Bakery', 'Cafeteria']",862c03247ffffff,892c0324023ffff,8c2c03240209dff
28.53927855280982,71.28502226749751,,,136891,,"{'lat': 28.53927855280982, 'lon': 71.28502226749751}","['Japanese', 'Italian']",86425c817ffffff,89425c81647ffff,8c425c8164653ff
12.52957943851932,108.10012398779912,,,136892,,"{'lat': 12.52957943851932, 'lon': 108.10012398779912}",['Fast_Food'],8665b2d57ffffff,8965b2d5363ffff,8c65b2d5362a5ff
64.06213128046878,76.71930084527656,,,136893,,"{'lat': 64.06213128046878, 'lon': 76.71930084527656}","['Cafeteria', 'Fast_Food']",860b0a977ffffff,890b0a970c3ffff,8c0b0a970c023ff
67.3940471561712,126.89528693669092,,,136894,,"{'lat': 67.3940471561712, 'lon': 126.89528693669092}",['Mexican'],86059ad17ffffff,89059ad11cfffff,8c059ad11ce0bff
7.901659254146182,123.6680815097012,,,136895,,"{'lat': 7.901659254146182, 'lon': 123.66808150970121}","['French', 'Bakery']",86685521fffffff,89685521977ffff,8c685521975dbff
27.6428673576128,25.44916983433629,,,136896,,"{'lat': 27.6428673576128, 'lon': 25.44916983433629}","['Seafood', 'Bakery']",863e0c4cfffffff,893e0c4cc87ffff,8c3e0c4cc8717ff
26.539459407087392,24.258719617175416,,,136897,,"{'lat': 26.539459407087392, 'lon': 24.258719617175416}","['Bar', 'French', 'Italian']",863e1d82fffffff,893e1d82b03ffff,8c3e1d82b0055ff
70.13360483023021,-32.804005841254025,,,136898,,"{'lat': 70.13360483023021, 'lon': -32.804005841254025}",['Seafood'],860602b9fffffff,890602b9dcfffff,8c0602b9dcdabff
45.7396533307446,97.77816195538344,,,136899,,"{'lat': 45.7396533307446, 'lon': 97.77816195538344}","['Cafeteria', 'Mexican']",86243016fffffff,89243016a6fffff,8c243016a6e97ff
-4.773865415740431,138.4887537966286,,,136900,,"{'lat': -4.773865415740431, 'lon': 138.4887537966286}",['Fast_Food'],86728b507ffffff,89728b50087ffff,8c728b500868bff
26.731286969159328,16.54936236819924,,,136901,,"{'lat': 26.731286969159328, 'lon': 16.54936236819924}",['Mexican'],863f88497ffffff,893f884912bffff,8c3f884912857ff
-15.392022760192525,124.92775956663228,,,136902,,"{'lat': -15.392022760192525, 'lon': 124.92775956663229}","['Seafood', 'Italian', 'Cafeteria']",86941a407ffffff,89941a40063ffff,8c941a4006247ff
23.584677184982283,34.73850393695636,,,136903,,"{'lat': 23.584677184982283, 'lon': 34.73850393695636}","['Bakery', 'Spanish', 'Fast_Food']",8653a6a2fffffff,8953a6a2c2fffff,8c53a6a2c2f57ff
59.51193145490392,64.09945328648246,,,136904,,"{'lat': 59.511931454903916, 'lon': 64.09945328648246}","['Japanese', 'Fast_Food']",8610cc277ffffff,8910cc2731bffff,8c10cc2730367ff
46.41576860663973,-69.48164256854204,,,136905,,"{'lat': 46.41576860663973, 'lon': -69.48164256854204}","['Mexican', 'Cafeteria']",862b1344fffffff,892b1344b87ffff,8c2b1344b8737ff
38.8159493904636,67.0519170433106,,,136906,,"{'lat': 38.8159493904636, 'lon': 67.0519170433106}","['Fast_Food', 'Bakery']",8620b5bb7ffffff,8920b5bb40fffff,8c20b5bb40d0bff
3.327287784400916,-63.02667096119323,,,136907,,"{'lat': 3.327287784400916, 'lon': -63.02667096119323}","['Bar', 'Fast_Food', 'Mexican']",868aca6dfffffff,898aca6de83ffff,8c8aca6de823bff
4.863243270729541,28.325207992780665,,,136908,,"{'lat': 4.863243270729541, 'lon': 28.325207992780662}",['Spanish'],866ae4d1fffffff,896ae4d1c4bffff,8c6ae4d1c4997ff
26.07833203280299,-11.625432101067103,,,136909,,"{'lat': 26.07833203280299, 'lon': -11.625432101067105}","['Bakery', 'Fast_Food']",865531a37ffffff,895531a3587ffff,8c5531a35868bff
36.70577881680909,137.95119784583773,,,136910,,"{'lat': 36.70577881680909, 'lon': 137.95119784583773}","['Fast_Food', 'Spanish', 'Bar']",862e75617ffffff,892e7578927ffff,8c2e75789270dff
20.436593011782065,-4.947592218853544,,,136911,,"{'lat': 20.436593011782065, 'lon': -4.9475922188535435}","['Mexican', 'Cafeteria']",865563487ffffff,895563485d3ffff,8c5563485d107ff
-4.532734023181781,-76.96439057351014,,,136912,,"{'lat': -4.532734023181781, 'lon': -76.96439057351014}",['Seafood'],868f718dfffffff,898f718d88bffff,8c8f718d88847ff
44.02657008890276,51.41809699891701,,,136913,,"{'lat': 44.02657008890276, 'lon': 51.41809699891701}","['Italian', 'French', 'Bar']",862c428afffffff,892c428a823ffff,8c2c428a821dbff
65.4226418049866,-127.72870327419736,,,136914,,"{'lat': 65.4226418049866, 'lon': -127.72870327419736}","['Seafood', 'Cafeteria']",861315697ffffff,8913156b36bffff,8c1315694a6dbff
-4.30283676244094,-69.79299082227142,,,136915,,"{'lat': -4.30283676244094, 'lon': -69.79299082227142}","['Bakery', 'Japanese', 'Bar']",868a45d37ffffff,898a45d34c3ffff,8c8a45d34c2d1ff
27.344828652856638,87.61308469086197,,,136916,,"{'lat': 27.344828652856634, 'lon': 87.61308469086197}","['Cafeteria', 'Japanese']",863c1d88fffffff,893c1d88d57ffff,8c3c1d88d5547ff
65.94805620279347,95.46446743303642,,,136917,,"{'lat': 65.94805620279347, 'lon': 95.46446743303642}",['Seafood'],860a0aa97ffffff,890a0aa9117ffff,8c0a0aa9115c7ff
15.701914107897878,-85.413560850667,,,136918,,"{'lat': 15.701914107897878, 'lon': -85.413560850667}",['Bar'],86453070fffffff,89453070c6bffff,8c453070c6b6bff
53.99429093605555,121.017353436338,,,136919,,"{'lat': 53.99429093605555, 'lon': 121.017353436338}","['French', 'Japanese']",861436ab7ffffff,891436ab46fffff,8c1436ab46cd1ff
46.83019477915968,75.57485125178192,,,136920,,"{'lat': 46.83019477915968, 'lon': 75.57485125178192}","['Japanese', 'Italian']",862008827ffffff,892008825dbffff,8c2008825da09ff
45.24522617712353,132.95015327301417,,,136921,,"{'lat': 45.24522617712353, 'lon': 132.95015327301417}","['Seafood', 'Spanish', 'Bakery']",862ecbc1fffffff,892ecbc1c37ffff,8c2ecbc1c3759ff
61.66883786431943,15.431583049389303,,,136922,,"{'lat': 61.66883786431943, 'lon': 15.431583049389303}","['Fast_Food', 'Japanese']",8608ae807ffffff,8908ae80507ffff,8c08ae8050725ff
79.79584939034999,-86.29557146506278,,,136923,,"{'lat': 79.79584939034999, 'lon': -86.29557146506278}","['Fast_Food', 'Bakery']",86022d0d7ffffff,89022d0d08bffff,8c022d0d08ad3ff
